posLat,posLon,time,map_via,map_bairro,map_quadra,map_Cat_via,map_Sit_pav,map_Sit_urb,map_Cal_Pass,map_Ilu_Pub,map_Arb,map_Esgo_Sani,ident_Sex_ide,ident_Natura,ident_Fax_Eta,ident_Et_Raça,ident_Est_Civ,ident_Est_Esc,ident_Def_Perm,ident_Res,ident_Ani_Est,ident_Pos_Imo,ident_Atv_trab,ident_Cid_Trab,ident_Rend_Ind,inf_Not_Cid,inf_Loc_Trav,inf_Pri_Bair,inf_Cuid_Saud,inf_Loc_Laz,inf_Res_Dom,inf_Dei_Res,inf_Fre_Res,inf_Fre_Var,inf_Ben_Arb,inf_Ori_Agu,inf_Falt_Agu,inf_Mei_Tran,inf_Sat_Vid,inf_Sat_Gov,map_Sis_Dre
-17.55699890308969,-50.63221057031419,2022-11-29 16:15:30.928004,Odelita F dos Anjos ,Conjunto Almerinda ,02,"coletora, 40km/h",Asfaltada,Horizontal/Chão|Placa Trânsito,Calçamento|Obstáculo,Sim,Sim|Canteiro Inadequado,Sem Sistema,Feminino,Outro município de Goiás,60 ou mais,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Desempregado,Desempregado,Não tem,Conversas Informais,Casa Família/Amigos|Feira/Comércio|Igreja/Culto,emprego|Reciclagem|Saneamento,Alimentação balanceada|Bebe água|Caminha/Corre|Dorme,Academia pública|Lago/Rio|Pista de Caminhada,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Filtro,Nunca falta,Bicicleta,2 - insatisfeito,4 - satisfeito,
-17.55699890308969,-50.63221057031419,2022-11-29 16:19:20.075524,Odelita F dos Anjos ,conjunto almerinda ,02,"coletora, 40km/h",Asfaltada,Horizontal/Chão|Placa Trânsito,Calçamento|Obstáculo,Sim,Sim|Canteiro Inadequado,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Parda,Outra,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som,Clube/Pesqueiro|Igreja/Culto|Quadra de Esporte,emprego|Reciclagem|Saneamento,Alimentação balanceada|Bebe água|Caminha/Corre,Academia pública|Biblioteca|Lago/Rio,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,A pé,4 - satisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:23:44.605728,Avenida Brasília ,Centro,72,"local, 30km/h",Asfaltada,logradouro/Rua|Placa Trânsito,Calçamento,Sim,Sim|Raízes Expostas,Sem Sistema,Masculino,Santo Antônio da Barra,40 a 49,Parda,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Própia,Informal/Bico,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Redes Sociais|Whatsapp,Igreja/Culto,Outros,Caminha/Corre,Parque/Praça,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Torneira/Rede pública,Nunca falta,Carro,5 - muito satisfeito,5 - muito satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:26:46.554224,Avenida Brasília ,Centro ,,"local, 30km/h",Asfaltada,logradouro/Rua,Sem Acessibilidade,Sim,Sim|Raízes Expostas,Sem Sistema,Masculino,Santo Antônio da Barra,18 a 29,Parda,Outra,Graduação,Não,Família,Cachorro,Própia,Agricultura/Pecuária,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Site da Prefeitura,Bares/Restaurantes|Quadra de Esporte|Shows,Ação Social|emprego|Outros,Bebe água,Academia pública|Pista de Caminhada|Quadra de Esportes,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Água mineral,Nunca falta,Carro,5 - muito satisfeito,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:28:58.460368,Avenida Brasília ,centro ,42,"coletora, 40km/h",Asfaltada,logradouro/Rua,Calçamento|Sem Acessibilidade,Sim,Sim,Sem Sistema,Masculino,Outro município de Goiás,18 a 29,Branca,Solteiro(a),Graduação,Não,Família,Cachorro,Própia,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Rádio|Redes Sociais,Bares/Restaurantes|Praças/Parques|Quadra de Esporte,Outros,Bebe água|Dorme,Parque/Praça|Quadra de Esportes,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida,Filtro,Nunca falta,Transporte empresa,3 - indiferente/não sabe,4 - satisfeito,
-17.5607207,-50.6378102,2022-11-29 16:31:11.103532,avenida Brasília ,centro,44,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto,Sim,Sim,Sem Sistema,Masculino,Santo Antônio da Barra,40 a 49,Preta,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Financiada,Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Rádio|Whatsapp,Bares/Restaurantes|Casa Família/Amigos,Cultura/Eventos|Saneamento,Bebe água|Dorme,Cómercio|Outro,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sem benefícios,Torneira/Rede pública,Nunca falta,Bicicleta,4 - satisfeito,5 - muito satisfeito,Necessidade de Poda
-17.5607207,-50.6378102,2022-11-29 16:33:38.528599,Avenida Brasília ,centro ,50,"local, 30km/h",Asfaltada,logradouro/Rua,Calçamento Baixo Conforto,Sim,Não,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Branca,Casado(a)/União Estável,,Não,Família,Cachorro|Pássaro,Própia,Informal/Bico,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Whatsapp,Academia|Bares/Restaurantes|Feira/Comércio,Posto de Saúde|Saneamento,Academia|Bebe água,Cómercio,Separa seco e orgânico,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Qualidade de vida,Torneira/Rede pública,Nunca falta,A pé|Carro,5 - muito satisfeito,5 - muito satisfeito,
-17.561638751952056,-50.641303792638446,2022-11-29 10:01:31.919238,Rua Goiania ,Novo Santo Antônio ,59,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento|Calçamento Baixo Conforto|Obstáculo,Inadequada,Sim,Com Rede Pública,Feminino,Santo Antônio da Barra,50 a 59,Branca,Casado(a)/União Estável,Pós-Graduação,Não,Família,Não,Própia,Funcionário Público,Santo Antônio da Barra|Santa Cruz das Lajes,"De 5 ( R$ 6.060,01 em diante)",Whatsapp,Igreja/Culto,Ação Social|Outros,Caminha/Corre|Exames/Remédio,Quadra de Esportes,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Filtro|Torneira/Rede pública,Nunca falta,Bicicleta|Carro,4 - satisfeito,4 - satisfeito,
-17.561638751952056,-50.641303792638446,2022-11-29 10:05:08.852283,rua goiania ,novo santo Antônio ,59,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento|Calçamento Baixo Conforto|Obstáculo,Inadequada,Sim,Com Rede Pública,Feminino,Outro município de Goiás,50 a 59,Branca,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Não,Alugada,Informal/Bico,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais|Whatsapp,Igreja/Culto|Outros,Arborização,Exames/Remédio,Parque/Praça|Pista de Caminhada,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,A pé,4 - satisfeito,5 - muito satisfeito,
-17.561638751952056,-50.641303792638446,2022-11-29 10:08:49.276932,rua goiania ,novo santo Antônio ,59,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento|Calçamento Baixo Conforto|Obstáculo,Inadequada,Sim,Com Rede Pública,Feminino,Santo Antônio da Barra,30 a 39,Branca,Solteiro(a),Graduação,Não,Família,Cachorro,Própia,Funcionário Público,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Conversas Informais|Whatsapp,Bares/Restaurantes|Igreja/Culto,Arborização|Saneamento,Academia|Esporte|Exames/Remédio|Outro,Quadra de Esportes,Separa seco e orgânico,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Preservação|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,Motocicleta,5 - muito satisfeito,5 - muito satisfeito,
-17.561638751952056,-50.641303792638446,2022-11-29 10:11:35.900411,rua goiania ,novo santo Antônio ,59,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento|Calçamento Baixo Conforto|Obstáculo,Inadequada,Sim,Com Rede Pública,Feminino,Município de outro Estado,60 ou mais,Branca,Viúvo(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não|Outras,Amigos,Pássaro,Alugada,Informal/Bico,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais,Casa Família/Amigos|Outros,Pavimentação|Saneamento,Exames/Remédio,Outro,Não separa,"Não pretende separar o resíduo.|Armazenar em casa para venda, doação ou destino posterior.",3x na semana ou mais,3x na semana ou mais,Sem benefícios,Cisterna|Torneira/Rede pública,1 ou 2x na semana,A pé,2 - insatisfeito,1 - muito insatisfeito,
-17.561613499590248,-50.63863954643922,2022-11-29 10:14:15.889335,martiniano da silva,centro,71,"local, 30km/h",Asfalto Baixo Conforto,Faixa de Pedestre|Horizontal/Chão|Placa Trânsito,Calçamento|Obstáculo|Rampa Acessibilidade,Sim,Sim,Com Rede Pública,Feminino,Santo Antônio da Barra,40 a 49,Branca,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Mobilidade,Família,Cachorro|Pássaro,Alugada,Desempregado,Desempregado,Auxílio/Seguro/Benefício governo,Conversas Informais,Casa Família/Amigos|Outros,Outros,Exames/Remédio,Outro,Separa seco e orgânico,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Preservação|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,A pé,5 - muito satisfeito,5 - muito satisfeito,
-17.561613499590248,-50.63863954643922,2022-11-29 10:16:41.861359,martiniano da silva,centro,71,"local, 30km/h",Asfalto Baixo Conforto,Faixa de Pedestre|Horizontal/Chão|Placa Trânsito,Calçamento|Obstáculo|Rampa Acessibilidade,Sim,Sim,Com Rede Pública,Masculino,Santo Antônio da Barra,60 ou mais,Preta,Outra,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Própia,Aposentado,Outra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais|Whatsapp,Outros,Pavimentação|Saneamento,Exames/Remédio|Outro,Pista de Caminhada,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,2 - insatisfeito,
-17.56180827275947,-50.63972683529242,2022-11-29 10:20:09.212500,Pedro Ludovico ,centro,57,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento|Calçamento Baixo Conforto|Obstáculo|Terra/Cascalho,Inadequada,Sim,Com Rede Pública,Masculino,Outro município de Goiás,60 ou mais,Preta,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Visão,Família,Não,Própia,Aposentado,Outra,Auxílio/Seguro/Benefício governo,Carro de Som|Conversas Informais,Casa Família/Amigos|Outros,Pavimentação|Saneamento|Outros,Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,
-17.56180827275947,-50.63972683529242,2022-11-29 10:22:55.182504,Pedro Ludovico ,novo santo Antônio ,57,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Terra/Cascalho,Inadequada,Sim,Com Rede Pública,Masculino,Outro município de Goiás,60 ou mais,Preta,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Visão,Família,Não,Própia,Aposentado,Outra,Auxílio/Seguro/Benefício governo,Carro de Som|Conversas Informais,Casa Família/Amigos|Outros,Pavimentação|Saneamento|Outros,Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,
-17.561462068100173,-50.640604209238326,2022-11-29 10:25:46.487961,rua rio verde,novo santo Antônio ,57,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Rampa Acessibilidade|Terra/Cascalho,Sim,Sim,Com Rede Pública,Feminino,Santo Antônio da Barra,30 a 39,Parda,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro,Própia,Informal/Bico,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais|Rádio|Whatsapp,Bares/Restaurantes|Praças/Parques|Shows,Pavimentação|Saneamento,Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,Carro,1 - muito insatisfeito,3 - indiferente/não sabe,
-17.561462068100173,-50.640604209238326,2022-11-29 10:28:38.601263,rua rio verde ,novo santo Antônio ,57,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Rampa Acessibilidade|Terra/Cascalho,Sim,Sim,Com Rede Pública,Feminino,Santo Antônio da Barra,40 a 49,Preta,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Não,Própia,Funcionário Público,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Conversas Informais|Whatsapp,Praças/Parques|Outros,Outros,Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Poço Artesiano|Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,4 - satisfeito,
-17.5575083,-50.6341191,2022-11-26 13:51:45.294091,Rua Onze de Abril ,Centro ,40,"coletora, 40km/h",Asfalto Baixo Conforto,logradouro/Rua|Placa Trânsito,Calçamento|Obstáculo,Sim,Sim|Obstáculo,Sem Sistema,Masculino,Santo Antônio da Barra,18 a 29,Parda,Solteiro(a),Científico/Médio,Não,Família,Não,Própia,Estudante,Rio Verde,Não tem,Conversas Informais|Outros,Academia,Arborização|Cultura/Eventos|emprego,Academia|Não Cuida,Academia pública|Lago/Rio|Parque/Praça,Não separa,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Sombra,Filtro,Falta na estação seca,A pé,2 - insatisfeito,3 - indiferente/não sabe,Canteiro Inadequado
-17.562742698937654,-50.64356222748757,2022-11-26 09:08:02.625678,rua 01,setor palmito,60,"local, 30km/h",Asfaltada,logradouro/Rua|Placa Trânsito,Calçamento Baixo Conforto|Terra/Cascalho,Sim,Sim,Com Rede Pública,Feminino,Outro município de Goiás,40 a 49,Preta,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro,Própia,Funcionário Público,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Carro de Som|Redes Sociais,Igreja/Culto,Posto de Saúde,Academia|Esporte|Exames/Remédio,Ciclofaixas|Pista de Caminhada,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Outro,Torneira/Rede pública,Falta na estação seca,Ônibus municipal,1 - muito insatisfeito,2 - insatisfeito,Obstáculo
-17.56257359404117,-50.643658535555005,2022-11-26 09:15:24.644759,rua 1,setor do palmito,67,"local, 30km/h",Asfaltada,logradouro/Rua|Placa Trânsito,Calçamento Baixo Conforto,Sim,Canteiro Inadequado,Com Rede Pública,Masculino,Município de outro Estado,40 a 49,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Alugada,Agricultura/Pecuária,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Whatsapp,Casa Família/Amigos,Coleta de Lixo,Não Cuida,Outro,Não separa,No PEV (Ponto de Entrega Voluntária) instalado próximo da residência.|Entrega direto na Coop Recicla (Cooperativa de Reciclagem do Sudoeste Goiano).,1 ou 2x na semana,Não tem coleta,Ar puro/fresco|Preservação|Sombra,Torneira/Rede pública,Nunca falta,Motocicleta,4 - satisfeito,1 - muito insatisfeito,Canteiro Inadequado
-17.562501174397767,-50.64391795545816,2022-11-26 09:24:37.175446,rua 1,palmito,67,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua|Placa Trânsito,Calçamento Baixo Conforto|Sem Acessibilidade,Sim,Não,Com Rede Pública,Feminino,Outro município de Goiás,40 a 49,Branca,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro,Própia,Comércio/Prestação de serviços/Construção Civil|Informal/Bico,Santo Antônio da Barra,Não tem,Carro de Som|Whatsapp,Casa Família/Amigos|Igreja/Culto|Praças/Parques,Arborização|Coleta de Lixo|Faculdade|Hospital,Não Cuida,Quadra de Esportes,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,Não sabe,Não tem coleta,Sombra|Outro,Torneira/Rede pública,Não sabe,Carro,5 - muito satisfeito,1 - muito insatisfeito,Canteiro Inadequado
-17.56219590548426,-50.64411610364914,2022-11-26 09:33:54.929418,rua miguel gomes,palmito,71,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua,Calçamento Baixo Conforto|Sem Acessibilidade|Terra/Cascalho,Sim,Sim,Sem Sistema,Feminino,Santo Antônio da Barra,50 a 59,Preta,Solteiro(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Família,Cachorro,Emprestada,Informal/Bico,Santo Antônio da Barra,Auxílio/Seguro/Benefício governo,Carro de Som,Igreja/Culto,Hospital,Exames/Remédio|Não Cuida,Cómercio,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,1 ou 2x na semana,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Sombra,Água mineral|Torneira/Rede pública,Nunca falta,A pé|Carro,4 - satisfeito,4 - satisfeito,Obstáculo|Canteiro Inadequado
-17.562034847214818,-50.64337086863816,2022-11-26 09:42:36.847800,rua miguel goias,palmito,70,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua,Calçamento Baixo Conforto,Sim,Obstáculo|Canteiro Inadequado,Sem Sistema,Masculino,Município de outro Estado,60 ou mais,Parda,Casado(a)/União Estável,Analfabeto(a),Visão|Audição,Família,Cachorro,Própia,Aposentado,Santo Antônio da Barra,Auxílio/Seguro/Benefício governo,Whatsapp,Igreja/Culto,Praça,Exames/Remédio,Parque/Praça,Separa seco e orgânico|Calçada/Lixeira,No PEV (Ponto de Entrega Voluntária) instalado próximo da residência.,3x na semana ou mais,3x na semana ou mais,Sombra|Outro,Torneira/Rede pública,1 ou 2x na semana,Bicicleta,5 - muito satisfeito,5 - muito satisfeito,Canteiro Inadequado
-17.563034975901246,-50.6428646016866,2022-11-26 09:55:27.845125,rua 2,palmito,sem,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua,Calçamento Baixo Conforto|Sem Acessibilidade|Terra/Cascalho,Sim,Sim|Canteiro Inadequado,Sem Sistema,Masculino,Outro município de Goiás,18 a 29,Parda,Casado(a)/União Estável,Ginásio/Fundamental II (6º ao 9º anos) Completo,Não,Família,Cachorro|Outro,Alugada,Desempregado|Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Rádio|Whatsapp,Bares/Restaurantes|Casa Família/Amigos,Hospital,Não Cuida,Lago/Rio,Separa seco e orgânico|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco,Torneira/Rede pública,Nunca falta,Bicicleta,5 - muito satisfeito,5 - muito satisfeito,Obstáculo|Canteiro Inadequado
-17.562696430832148,-50.64229597337544,2022-11-26 10:07:20.507463,rua 04,palmito,62,"local, 30km/h",Asfalto Baixo Conforto,Horizontal/Chão|Placa Trânsito,Calçamento Baixo Conforto,Sim,Sim,Com Rede Pública,Feminino,Município de outro Estado,40 a 49,Parda,Casado(a)/União Estável,Primário/Fundamental I (1º ao 5º anos) Completo,Visão,Família,Cachorro|Pássaro,Própia,Informal/Bico,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som|Whatsapp,Igreja/Culto|Outros,Outros,Caminha/Corre|Não Cuida,Outro,Calçada/Lixeira,"No PEV (Ponto de Entrega Voluntária) instalado próximo da residência.|Armazenar em casa para venda, doação ou destino posterior.",3x na semana ou mais,3x na semana ou mais,Embeleza a cidade|Preservação|Qualidade de vida|Sombra,Torneira/Rede pública,Nunca falta,A pé|Carro,4 - satisfeito,5 - muito satisfeito,Canteiro Inadequado|Raízes Expostas
-17.56269467063248,-50.64228029921651,2022-11-26 10:16:54.442242,rua 3,palmito,59,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua|Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim|Não,Com Rede Pública,Feminino,Santo Antônio da Barra,60 ou mais,Preta,Separado(a),Primário/Fundamental I (1º ao 5º anos) Completo,Não,Sozinho(a),Gato,Própia,Aposentado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais|Whatsapp,Casa Família/Amigos|Outros,emprego|Esporte/Lazer/Recreação|Hospital|Posto de Saúde,Bebe água|Exames/Remédio,Lago/Rio,Não separa|terreno,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,1 ou 2x na semana,3x na semana ou mais,Ar puro/fresco|Sombra,Água mineral,Falta na estação seca,Bicicleta,2 - insatisfeito,1 - muito insatisfeito,Canteiro Inadequado
-17.56229715887457,-50.64179649576545,2022-11-26 10:34:33.300421,rua 04,palmito,61,"local, 30km/h",Asfaltada,Horizontal/Chão|Placa Trânsito,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Outro município de Goiás,60 ou mais,Parda,Viúvo(a),Primário/Fundamental I (1º ao 5º anos) Completo,Mobilidade,Sozinho(a),Não,Própia,Aposentado,Desempregado,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Conversas Informais|Televisão,Igreja/Culto,Hospital|Posto de Saúde,Exames/Remédio,Pista de Caminhada|Quadra de Esportes,Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Sombra,Filtro|Torneira/Rede pública,Nunca falta,A pé,4 - satisfeito,4 - satisfeito,Canteiro Inadequado
-17.562268367037177,-50.6424377951771,2022-11-26 10:51:54.344186,rua04,palmito,qd 62,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua|Placa Trânsito,Calçamento Baixo Conforto|Obstáculo,Sim,Sim,Com Rede Pública,Feminino,Santo Antônio da Barra,30 a 39,Branca,Solteiro(a),Científico/Médio,Não,Sozinho(a),Cachorro|Gato,Alugada,Comércio/Prestação de serviços/Construção Civil,Santo Antônio da Barra,"De 3 até 5 (R$2.424,00 até 6.060,00)",Redes Sociais|Whatsapp,Bares/Restaurantes|Casa Família/Amigos|Feira/Comércio,Cresche|Cultura/Eventos|emprego|Faculdade|Farmácia|Hospital|Posto de Saúde|Praça|Reciclagem,Bebe água|Dorme,Cómercio|Lago/Rio|Parque/Praça|Pista de Caminhada|Quadra de Esportes,Não separa,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Embeleza a cidade|Preservação,Água mineral|Torneira/Rede pública,Falta na estação seca,A pé,4 - satisfeito,3 - indiferente/não sabe,Canteiro Inadequado
-17.56177308037877,-50.64263761974871,2022-11-26 11:08:49.789274,rua miguel gomes,palmito,qd 65,"local, 30km/h",Asfalto Baixo Conforto,Placa Trânsito,Calçamento Baixo Conforto|Sem Acessibilidade|Terra/Cascalho,Sim,Sim,Com Rede Pública|Sem Sistema,Feminino,Outro município de Goiás,60 ou mais,Parda,Viúvo(a),Científico/Médio,Não,Família,Cachorro,Própia,Aposentado,Santo Antônio da Barra,"De 1 até 3 (R$ 1.212,01 até 2.424,00)",Carro de Som|Outros,Casa Família/Amigos|Igreja/Culto,emprego|Escola/Cursos|Esporte/Lazer/Recreação|Faculdade|Hospital|Iluminação|Ônibus,Alimentação balanceada|Bebe água|Exames/Remédio,Outro,Não separa|Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco|Sombra,Poço Artesiano,Não sabe,Carro,4 - satisfeito,5 - muito satisfeito,Canteiro Inadequado
-17.56245804950595,-50.64176715910435,2022-11-26 10:44:00.015788,rua ,palmito,61,"local, 30km/h",Asfalto Baixo Conforto,logradouro/Rua,Calçamento Baixo Conforto|Obstáculo|Sem Acessibilidade,Sim,Sim,Sem Sistema,Feminino,Outro município de Goiás,40 a 49,Parda,Casado(a)/União Estável,Científico/Médio,Não,Família,Cachorro,Própia,Desempregado,Desempregado,Não tem,Whatsapp,Casa Família/Amigos|Igreja/Culto,Segurança,Bebe água|Exames/Remédio,Outro,Calçada/Lixeira,Na calçada/lixeira para coleta da Coop Recicla ou outra empresa.,3x na semana ou mais,3x na semana ou mais,Sombra,Torneira/Rede pública,Nunca falta,Carro,4 - satisfeito,2 - insatisfeito,Canteiro Inadequado
-17.7896293,-50.9201128,2022-11-26 09:16:18.767361,setor  central,rua João Ferreira  ,1 lt 2,"local, 30km/h",Asfalto Baixo Conforto,Sinalização Tátil,Calçamento,Sim,Sim,Sem Sistema,Masculino,Santo Antônio da Barra,50 a 59,Parda,Viúvo(a),Alfabetização de adultos/EJA,Mobilidade,Família,Cachorro,Própia,Aposentado,Santo Antônio da Barra,"Menos de 1 salário mínimo (até R$ 1.212,00)",Outros,Clube/Pesqueiro,Outros,Academia,Pista de Caminhada,Calçada/Lixeira,Não pretende separar o resíduo.,3x na semana ou mais,3x na semana ou mais,Ar puro/fresco,Outra,Falta na estação seca,Carro,4 - satisfeito,5 - muito satisfeito,Necessidade de Poda
